file_type,creation_date,file_path,last_modified_date,triplet_source_id,file_name,page_label,file_size,last_ingested_at,was_ingested_by_sbom,last_ingested_by_sbom_at,~id,~from,~to,~label
,,,,,,,,,,,neptune_reserved_1_1152921758010048518,e09d5447-cfc1-43b6-ae17-228d225f9b900,1be3044e-7645-42e4-8c52-7a8269cef6740,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921766599983110,e09d5447-cfc1-43b6-ae17-228d225f9b900,f7e75d42-82ac-4df0-ae7e-20aa73f7fc040,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921779484884998,Component_component_library_java-cacerts,License_license_mit,LICENSED_BY
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921534671749127,Component_component_library_groff,License_license_gplv3+ and gfdl and bsd and mit,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921710765408263,869af6e1-a43a-47ba-81ef-e1e931aba3630,f7c8741c-e572-4a7b-89ee-8617064a428b0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921586211356680,Vulnerability_vulnerability_alas-2023-2230,Component_component_library_libcurl,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921633455996936,e09d5447-cfc1-43b6-ae17-228d225f9b900,5f074ca4-95e1-453a-a095-1e6cd7f8665d0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921637750964232,e09d5447-cfc1-43b6-ae17-228d225f9b900,5fb2a490-b7bf-42e8-9630-eea6f2f9bb7c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921659225800712,b9a489a2-e0a3-4c89-9e3e-206426e47b950,5ff461e7-9dfc-41a2-9299-64b0edc6e69d0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921732240244744,b9a489a2-e0a3-4c89-9e3e-206426e47b950,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921697880506377,Component_component_library_wsgiref,License_license_psf or zpl,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,ecb753e4-d681-4757-a615-81a99b45bca4,SBOM Sharing Primer.pdf,2,897107.0,,,,neptune_reserved_1_1152921715060375561,9b9d418b-7870-4877-a97f-43151dd1ee950,2983efcf-1edc-45d3-8dab-948a01c789df0,Based on evaluation of
,,,,,,,,,,,neptune_reserved_1_1152921732240244745,869af6e1-a43a-47ba-81ef-e1e931aba3630,bdf75f20-165d-44db-99dc-9d61108079b40,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921740830179337,e09d5447-cfc1-43b6-ae17-228d225f9b900,979d3254-4f5e-4ae9-970e-56d43d4efbc70,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921758010048521,e09d5447-cfc1-43b6-ae17-228d225f9b900,48092d03-6b90-4e23-8e9b-8e0da81f96900,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921762305015817,e09d5447-cfc1-43b6-ae17-228d225f9b900,01b9f7f5-1b5e-4a4c-b2ff-6d1ea6ad56160,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921770894950409,b9a489a2-e0a3-4c89-9e3e-206426e47b950,82dc137d-9a2b-4da4-9136-d3337d12c0ee0,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,d5b5ddc2-89fe-4c3a-b822-79869e3e77e0,Software Transparency in SaaS Environments.pdf,10,764130.0,,,,neptune_reserved_1_1152921538966716426,869af6e1-a43a-47ba-81ef-e1e931aba3630,dd942bce-6685-43c9-b7a3-5aed26979dd10,SOURCE
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,89b8a079-4a82-4fc2-96c5-5cff7fc7dc3c,SBOM Sharing Primer.pdf,10,897107.0,,,,neptune_reserved_1_1152921590506323978,7d650a79-18a8-4f62-92fe-eb2cbfb8db1c0,f46707ee-4211-42fc-8217-23a0b457376e0,Acts as
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,ea968dd6-73d1-4c8f-b805-a50ac0ff8b2c,SBOM FAQ 2024.pdf,15,217992.0,,,,neptune_reserved_1_1152921594801291274,4166dd22-cdb6-4bf7-b010-9171aca1dcd10,bb369e8f-c899-449d-8dce-425da892823a0,Is not about
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,693a239f-268f-435b-803e-7183fc3098ad,SBOM FAQ 2024.pdf,2,217992.0,,,,neptune_reserved_1_1152921603391225866,9f40a455-41cd-420c-bbf9-7b8d4366788d0,37063bb6-0394-4671-86a1-80358db64ed50,See
,,,,,,,,,,,neptune_reserved_1_1152921607686193162,869af6e1-a43a-47ba-81ef-e1e931aba3630,717545a6-f95e-42ab-874f-f8c758d9cb460,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921629161029642,869af6e1-a43a-47ba-81ef-e1e931aba3630,33214ec0-f4d5-47b2-80c4-e82c156c60a90,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921654930833418,869af6e1-a43a-47ba-81ef-e1e931aba3630,b3f46583-8663-4cd8-9085-68b6a20d18060,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921659225800714,e09d5447-cfc1-43b6-ae17-228d225f9b900,2d80bf35-a7ef-4180-8d08-db6960f1b62c0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921689290571786,b9a489a2-e0a3-4c89-9e3e-206426e47b950,f3f8f199-ebed-424b-8565-f515758be1900,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921706470440970,b9a489a2-e0a3-4c89-9e3e-206426e47b950,d76a86a2-1153-4dd5-a035-861efedd163c0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921599096258571,Component_component_library_sqlite,License_license_public domain,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921624866062347,Vulnerability_vulnerability_alas-2023-2230,Component_component_library_curl,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921749420113931,Vulnerability_vulnerability_alas-2022-1834,Component_component_library_gnupg2,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,eec47144-b98b-4939-b1c3-387a8c8e1afd,SBOM Sharing Primer.pdf,13,897107.0,,,,neptune_reserved_1_1152921753715081227,cd77863c-2c98-435d-9486-f26b8e17be370,a6acca5a-4149-4fc5-8961-580f8a4ecd350,Is searchable
,,,,,,,,,,,neptune_reserved_1_1152921758010048523,869af6e1-a43a-47ba-81ef-e1e931aba3630,034eb70e-0e9f-4b37-93c8-573c293c15560,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921762305015819,Component_component_library_java-cacerts,Component_component_library_p11-kit,DEPENDS_ON
,,,,,,,,1718294043.771884,True,1718294043.771884,neptune_reserved_1_1152921504606978060,Component_component_library_jansi-native,License_license_http://www.apache.org/licenses/license-2.0.txt,LICENSED_BY
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921543261683724,Component_component_library_pth,License_license_lgplv2+,LICENSED_BY
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921581916389388,Component_component_library_libblkid,License_license_lgplv2+,LICENSED_BY
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921611981160460,Component_component_library_gremlin-groovy,License_license_apache-2.0,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921684995604492,b9a489a2-e0a3-4c89-9e3e-206426e47b950,58a00c89-e441-4287-816c-2aed24fcd40e0,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921689290571788,Component_component_library_java-cacerts,Component_component_library_busybox-binsh,DEPENDS_ON
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921586211356685,Vulnerability_vulnerability_cve-2024-20945,Component_component_library_openjdk11-jdk,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921684995604493,Vulnerability_vulnerability_alas-2023-2316,Component_component_library_yum,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,54818a89-432e-4eac-9a36-fbee44f8837c,SBOM Sharing Primer.pdf,7,897107.0,,,,neptune_reserved_1_1152921710765408269,6756250c-22d8-48c2-a751-cb011df722980,9763f9ec-ff75-412a-ba97-afd2d916408b0,Containing
,,,,,,,,,,,neptune_reserved_1_1152921732240244749,e09d5447-cfc1-43b6-ae17-228d225f9b900,096244f9-f727-4293-831c-d3c512b085f50,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921569031487502,Component_component_library_ncurses-terminfo-base,License_license_x11,LICENSED_BY
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921603391225870,Component_component_library_libcrypt,License_license_lgplv2+ and lgplv2+ with exceptions and gplv2+,LICENSED_BY
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921680700637198,Component_component_library_glibc,License_license_lgplv2+ and lgplv2+ with exceptions and gplv2+,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,d5b5ddc2-89fe-4c3a-b822-79869e3e77e0,Software Transparency in SaaS Environments.pdf,10,764130.0,,,,neptune_reserved_1_1152921740830179342,aeb322e6-a0be-44d2-bb95-5801f6d6ab590,9bdc8fd3-eb6a-4686-8573-1f58673f380c0,Is
,,,,,,,,,,,neptune_reserved_1_1152921745125146638,869af6e1-a43a-47ba-81ef-e1e931aba3630,aefc11ba-6bae-46c3-b18d-0ec2bf4590930,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921749420113934,869af6e1-a43a-47ba-81ef-e1e931aba3630,9bdc8fd3-eb6a-4686-8573-1f58673f380c0,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921762305015822,Component_component_library_java-cacerts,Component_component_library_ca-certificates,DEPENDS_ON
,,,,,,,,,,,neptune_reserved_1_1152921766599983118,b9a489a2-e0a3-4c89-9e3e-206426e47b950,98f22334-a5ae-443b-8533-8b88630b0f760,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921646340898831,Component_component_library_netty-codec-dns,License_license_https://www.apache.org/licenses/license-2.0,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921672110702607,Vulnerability_vulnerability_alas-2020-1539,Component_component_library_openldap,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,7e854cca-f02f-462a-9664-6a606a231085,SBOM Sharing Primer.pdf,3,897107.0,,,,neptune_reserved_1_1152921719355342863,9b9d418b-7870-4877-a97f-43151dd1ee950,5c5605e7-483e-4376-9d76-9577be99f31a0,Is
,,,,,,,,,,,neptune_reserved_1_1152921727945277455,e09d5447-cfc1-43b6-ae17-228d225f9b900,e8b382fa-bfe4-434c-9c2a-88c1397f562e0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921736535212047,e09d5447-cfc1-43b6-ae17-228d225f9b900,abf868af-4c4a-4bb2-8c32-6bc1f04143120,MENTIONS
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921538966781952,Component_component_library_libunistring,License_license_lgplv3+,LICENSED_BY
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921633456062464,Component_component_library_openjdk11-jre-headless,Reference_reference_https://github.com/openjdk/jdk11u,REFERS_TO
,,,,,,,,,,,neptune_reserved_1_1152921770895015936,91710df6-85c3-4e7f-885f-90a79d6f301e0,385b76ec-df18-4cc5-a9a7-c6ab02aab8a70,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921779484950528,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,ef1b537f-a89a-443f-92ba-5365e5e6c9090,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921792369852416,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,e6fea6d8-15c4-4ad0-80c7-2d69f0c9bfee0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921800959787008,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,181436f6-50a9-49e1-95f1-e0b14e91611f0,MENTIONS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,b2a0da29-b61a-4071-b5ce-5b6d1ebdbc83,SBOM FAQ 2024.pdf,9,217992.0,,,,neptune_reserved_1_1152921689290637313,09df91c5-9262-413d-b728-82cbecfa450d0,07655722-9703-4f84-9aeb-531cc0b72dd40,Are
,,,,,,,,,,,neptune_reserved_1_1152921693585604609,91710df6-85c3-4e7f-885f-90a79d6f301e0,d1ea92c7-8934-4a3d-93aa-ea9f4dc177370,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921530376847362,Component_component_library_libcrypto3,Reference_reference_https://www.openssl.org/,REFERS_TO
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921547556716546,Vulnerability_vulnerability_alas-2023-1920,Component_component_library_libblkid,AFFECTS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921569031553026,Component_component_library_openjdk11-jre-headless,Component_component_library_java-cacerts,DEPENDS_ON
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921650635931650,Component_component_library_libtasn1,License_license_lgpl-2.1-or-later,LICENSED_BY
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921504607043587,Component_component_library_gremlin-core,Reference_reference_,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921534671814659,Component_component_library_netty-resolver-dns,Reference_reference_,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921560441618435,Component_component_library_netty-transport-native-kqueue,Reference_reference_,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921564736585731,Component_component_library_commons-collections,Reference_reference_,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921650635931651,Component_component_library_logback-classic,Reference_reference_,REFERS_TO
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921654930898947,Component_component_library_p11-kit-trust,Component_component_library_libtasn1,DEPENDS_ON
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921659225866243,Component_component_library_netty-transport-native-epoll,Reference_reference_,REFERS_TO
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,b2a0da29-b61a-4071-b5ce-5b6d1ebdbc83,SBOM FAQ 2024.pdf,9,217992.0,,,,neptune_reserved_1_1152921693585604611,09df91c5-9262-413d-b728-82cbecfa450d0,78e8409c-3611-4190-bf85-d3fc30c7a0120,Are
,,,,,,,,,,,neptune_reserved_1_1152921697880571907,91710df6-85c3-4e7f-885f-90a79d6f301e0,2445fae2-8254-42e4-9977-97d5a20558150,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921710765473795,91710df6-85c3-4e7f-885f-90a79d6f301e0,552b57d8-115e-4bb3-aa0c-b6588cb76f7a0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921715060441091,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,f0193722-770d-480c-b473-c61179de642e0,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921560441618436,Component_component_library_alpine-keys,Reference_reference_https://alpinelinux.org,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921581916454916,Component_component_library_openjdk11-jre-headless,License_license_gpl-2.0-with-classpath-exception,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921672110768132,Vulnerability_vulnerability_alas-2021-1608,Component_component_library_openssl-libs,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/Software Transparency in SaaS Environments.pdf,2024-09-27,9faf41f9-a72a-4bd6-80b7-de280e99b8c9,Software Transparency in SaaS Environments.pdf,13,764130.0,,,,neptune_reserved_1_1152921676405735428,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,79b6611c-e64d-487c-9bd8-28830ffc46b50,SOURCE
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921680700702724,Vulnerability_vulnerability_alas-2023-1992,Component_component_library_nss,AFFECTS
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,717350d0-c047-4dcc-a0f9-05f9bf246aea,SBOM Sharing Primer.pdf,5,897107.0,,,,neptune_reserved_1_1152921689290637316,85bd41ce-6ae8-4aaa-b454-55258826ad3c0,7e955554-166b-4b33-a535-983a56870ebe0,High sophistication
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921702175539204,Vulnerability_vulnerability_cve-2023-42363,Component_component_library_ssl_client,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921706470506500,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,18c30079-4100-4f19-a4c0-d37fcc1407c10,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921513196978181,Vulnerability_vulnerability_alas-2021-1711,Component_component_library_glib2,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921556146651141,Vulnerability_vulnerability_cve-2022-42919,Component_component_application_python,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921569031553029,Vulnerability_vulnerability_cve-2022-0391,Component_component_application_python,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921573326520325,Vulnerability_vulnerability_cve-2019-9948,Component_component_application_python,AFFECTS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921577621487621,Component_component_library_reflectasm,License_license_new bsd license,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921599096324101,Vulnerability_vulnerability_cve-2019-18348,Component_component_application_python,AFFECTS
,,,,,,,,,,,neptune_reserved_1_1152921672110768133,91710df6-85c3-4e7f-885f-90a79d6f301e0,6a8a88b4-14e5-40e8-ba63-9d597c365ca10,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921676405735429,91710df6-85c3-4e7f-885f-90a79d6f301e0,f9143f36-f7a1-44d2-ab4f-c71818b086e50,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921680700702725,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,fb69f0f1-5478-4875-8453-d4c2802ed57f0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921689290637317,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,64025885-f5ed-4238-8ddb-4e2748d8e38a0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921534671814662,Vulnerability_vulnerability_alas-2024-2384,Component_component_library_vim-minimal,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921564736585734,Vulnerability_vulnerability_alas-2023-1920,Component_component_library_libmount,AFFECTS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921577621487622,Component_component_library_alpine-keys,License_license_mit,LICENSED_BY
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921590506389510,Vulnerability_vulnerability_alas-2022-1902,Component_component_library_vim-minimal,AFFECTS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921637751029766,Component_component_library_p11-kit-trust,Reference_reference_https://p11-glue.freedesktop.org/,REFERS_TO
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921646340964358,Component_component_library_libxrender,License_license_mit,LICENSED_BY
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,717350d0-c047-4dcc-a0f9-05f9bf246aea,SBOM Sharing Primer.pdf,5,897107.0,,,,neptune_reserved_1_1152921680700702726,95dafd5a-3310-4138-99a5-c3e2cc102d000,57c34dae-62c8-4b08-bbcf-c21a52a9382c0,Low sophistication
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921697880571910,Component_component_library_libtasn1,Reference_reference_https://www.gnu.org/software/gnutls/,REFERS_TO
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM Sharing Primer.pdf,2024-09-27,717350d0-c047-4dcc-a0f9-05f9bf246aea,SBOM Sharing Primer.pdf,5,897107.0,,,,neptune_reserved_1_1152921719355408390,85bd41ce-6ae8-4aaa-b454-55258826ad3c0,e413da75-5882-464f-99b5-298bd38dc3c40,Low sophistication
,,,,,,,,,,,neptune_reserved_1_1152921736535277574,91710df6-85c3-4e7f-885f-90a79d6f301e0,b5439b9c-510e-41e8-b042-0bc612687bce0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921745125212166,91710df6-85c3-4e7f-885f-90a79d6f301e0,f92c187a-0b72-4853-b974-68be1170a4580,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921749420179462,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,2362606c-aca9-486e-a61b-35fd7d72eefb0,MENTIONS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921672110768135,Component_component_library_libxrender,Reference_reference_https://xorg.freedesktop.org/,REFERS_TO
,,,,,,,,,,,neptune_reserved_1_1152921762305081351,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,b39973cf-6cf2-4c96-97fe-01e56529550a0,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921775189983239,b0ae5bc9-c85a-477c-ac0f-abf68cd7317f0,23faed7e-c88c-42c4-9b82-3692f124a99b0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921513196978184,Vulnerability_vulnerability_alas-2022-1808,Component_component_library_libcurl,AFFECTS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921624866127880,Vulnerability_vulnerability_alas-2022-1882,Component_component_library_libcurl,AFFECTS
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921680700702728,Component_component_library_libxi,Reference_reference_https://www.x.org,REFERS_TO
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,b2a0da29-b61a-4071-b5ce-5b6d1ebdbc83,SBOM FAQ 2024.pdf,9,217992.0,,,,neptune_reserved_1_1152921736535277576,91739ddf-88ff-497a-b915-eca10850df040,42035527-05a4-4e86-89c9-c3278692152c0,Should be created for
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,b2a0da29-b61a-4071-b5ce-5b6d1ebdbc83,SBOM FAQ 2024.pdf,9,217992.0,,,,neptune_reserved_1_1152921740830244872,09df91c5-9262-413d-b728-82cbecfa450d0,e8012e3c-5d2b-4895-ad5a-6278d34f98ff0,Are
application/pdf,2024-09-27,/home/ec2-user/bechbd/amazon-neptune-generative-ai-samples/solutions/sbom-pgi-chatbot/data/kg_enhanced_rag/SBOM FAQ 2024.pdf,2024-09-27,4aaf734c-5ff3-4d33-ad92-b23b65cb3c43,SBOM FAQ 2024.pdf,7,217992.0,,,,neptune_reserved_1_1152921745125212168,41d2b8b2-093a-4938-aa69-6572babfe39c0,95271de1-0c8e-435b-88a0-7492a5c3961b0,Does not generally expose
,,,,,,,,,,,neptune_reserved_1_1152921749420179464,91710df6-85c3-4e7f-885f-90a79d6f301e0,105e936e-e4c6-45e7-992a-7d9955426bf00,MENTIONS
,,,,,,,,,,,neptune_reserved_1_1152921753715146760,91710df6-85c3-4e7f-885f-90a79d6f301e0,4559b99b-e28f-4179-89f5-26aaea595a6e0,MENTIONS
,,,,,,,,1718294041.592056,True,1718294041.592056,neptune_reserved_1_1152921508902010889,Vulnerability_vulnerability_alas-2022-1738,Component_component_library_krb5-libs,AFFECTS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921590506389513,Component_component_library_openjdk11-jre-headless,Component_component_library_zlib,DEPENDS_ON
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921637751029769,Component_component_library_libxrender,Component_component_library_libx11,DEPENDS_ON
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921642045997065,Component_component_library_libxi,Component_component_library_libx11,DEPENDS_ON
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921650635931657,Component_component_library_python-pycurl,License_license_lgplv2+ or mit,LICENSED_BY
,,,,,,,,1718294045.500803,True,1718294045.500803,neptune_reserved_1_1152921684995670026,Component_component_library_p11-kit-trust,License_license_bsd-3-clause,LICENSED_BY
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921693585604618,Component_component_library_libxi,Component_component_library_libxext,DEPENDS_ON
,,,,,,,,,,,neptune_reserved_1_1152921719355408394,91710df6-85c3-4e7f-885f-90a79d6f301e0,65ca3b71-b5f5-4d8b-ad0b-433edb6e10a00,MENTIONS
,,,,,,,,1718294040.286586,True,1718294040.286586,neptune_reserved_1_1152921732240310282,Component_component_library_libtasn1,License_license_gplv3+ and lgplv2+,LICENSED_BY
,,,,,,,,,,,neptune_reserved_1_1152921753715146762,91710df6-85c3-4e7f-885f-90a79d6f301e0,6d6aeac7-f50f-46aa-b88d-863e50dcfc2d0,MENTIONS
,,,,,,,,1718294047.500202,True,1718294047.500202,neptune_reserved_1_1152921508902010891,Vulnerability_vulnerability_cve-2023-47100,Component_component_library_perl,AFFECTS
